date,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,lineup7,lineup8,lineup9,
2021-04-01, Robbie Grossman, Jeimer Candelario, Willi Castro, Miguel Cabrera, Jonathan Schoop, Nomar Mazara, Wilson Ramos, Victor Reyes, JaCoby Jones,
2021-04-03, Robbie Grossman, Jeimer Candelario, Willi Castro, Miguel Cabrera, Jonathan Schoop, Nomar Mazara, Wilson Ramos, Niko Goodrum, JaCoby Jones,
2021-04-04, Robbie Grossman, Jeimer Candelario, Willi Castro, Nomar Mazara, Jonathan Schoop, Victor Reyes, Harold Castro, Grayson Greiner, Akil Baddoo,
2021-04-05, Robbie Grossman, Jeimer Candelario, Willi Castro, Miguel Cabrera, Nomar Mazara, Jonathan Schoop, Wilson Ramos, Niko Goodrum, Akil Baddoo,
2021-04-06, Niko Goodrum, Willi Castro, Miguel Cabrera, Jeimer Candelario, Wilson Ramos, Robbie Grossman, Jonathan Schoop, Grayson Greiner, JaCoby Jones,
2021-04-07, Robbie Grossman, Willi Castro, Miguel Cabrera, Jeimer Candelario, Nomar Mazara, Jonathan Schoop, Akil Baddoo, Wilson Ramos, Victor Reyes,
2021-04-09, Willi Castro, Jeimer Candelario, Miguel Cabrera, Nomar Mazara, Jonathan Schoop, Wilson Ramos, Akil Baddoo, Niko Goodrum, JaCoby Jones,
2021-04-10, Robbie Grossman, Willi Castro, Jeimer Candelario, Miguel Cabrera, Nomar Mazara, Niko Goodrum, Victor Reyes, Akil Baddoo, Grayson Greiner,
2021-04-11, Robbie Grossman, Willi Castro, Niko Goodrum, Renato Nunez, Jeimer Candelario, Wilson Ramos, Jonathan Schoop, Nomar Mazara, JaCoby Jones,
2021-04-12, Robbie Grossman, Willi Castro, Jeimer Candelario, Wilson Ramos, Nomar Mazara, Jonathan Schoop, Renato Nunez, Akil Baddoo, Grayson Greiner,
2021-04-13, Robbie Grossman, Willi Castro, Jeimer Candelario, Wilson Ramos, Nomar Mazara, Jonathan Schoop, Renato Nunez, Akil Baddoo, Victor Reyes,
2021-04-14, Robbie Grossman, Jeimer Candelario, Wilson Ramos, Nomar Mazara, Renato Nunez, Jonathan Schoop, Akil Baddoo, Niko Goodrum, Harold Castro,
2021-04-15, Robbie Grossman, Niko Goodrum, Wilson Ramos, Jeimer Candelario, Renato Nunez, Willi Castro, Jonathan Schoop, Akil Baddoo, JaCoby Jones,
2021-04-16, Robbie Grossman, Willi Castro, Renato Nunez, Jeimer Candelario, Wilson Ramos, Niko Goodrum, Jonathan Schoop, Akil Baddoo, Victor Reyes,
2021-04-17, Robbie Grossman, Niko Goodrum, Wilson Ramos, Jeimer Candelario, Willi Castro, Jonathan Schoop, Victor Reyes, Grayson Greiner, JaCoby Jones,
2021-04-18, Robbie Grossman, Jeimer Candelario, Willi Castro, Wilson Ramos, Renato Nunez, Harold Castro, Niko Goodrum, Akil Baddoo, Victor Reyes,
2021-04-21a, Robbie Grossman, Niko Goodrum, Jeimer Candelario, Wilson Ramos, Willi Castro, Jonathan Schoop, Victor Reyes, Zack Short, JaCoby Jones,
2021-04-21b, Robbie Grossman, Willi Castro, Jeimer Candelario, Wilson Ramos, Jonathan Schoop, Harold Castro, Niko Goodrum, Akil Baddoo, Grayson Greiner,
2021-04-22, Robbie Grossman, Willi Castro, Jeimer Candelario, Wilson Ramos, Jonathan Schoop, Niko Goodrum, Akil Baddoo, Victor Reyes, JaCoby Jones,
