,team,gamenum,opponent,date,opposinghandedness,pa1,pa2,pa3,pa4,pa5,pa6,pa7,pa8,pa9,dblheader
0,LAA,1,OAK,2020-07-24,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
1,LAA,2,OAK,2020-07-25,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
2,LAA,3,OAK,2020-07-26,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
3,LAA,4,OAK,2020-07-27,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
4,LAA,5,SEA,2020-07-28,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
5,LAA,6,SEA,2020-07-29,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
6,LAA,7,SEA,2020-07-30,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
7,LAA,8,HOU,2020-07-31,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
8,LAA,9,HOU,2020-08-01,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
9,LAA,10,HOU,2020-08-02,R,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,false
10,LAA,11,SEA,2020-08-04,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
11,LAA,12,SEA,2020-08-05,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
12,LAA,13,SEA,2020-08-06,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
13,LAA,14,TEX,2020-08-07,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
14,LAA,15,TEX,2020-08-08,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
15,LAA,16,TEX,2020-08-09,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
16,LAA,17,OAK,2020-08-10,L,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
17,LAA,18,OAK,2020-08-11,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
18,LAA,19,OAK,2020-08-12,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
