,team,gamenum,opponent,date,opposinghandedness,pa1,pa2,pa3,pa4,pa5,pa6,pa7,pa8,pa9,dblheader
0,LAA,1,OAK,2017-04-03,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
1,LAA,2,OAK,2017-04-04,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
2,LAA,3,OAK,2017-04-05,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
3,LAA,4,OAK,2017-04-06,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
4,LAA,5,SEA,2017-04-07,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
5,LAA,6,SEA,2017-04-08,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
6,LAA,7,SEA,2017-04-09,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
7,LAA,8,TEX,2017-04-11,L,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
8,LAA,9,TEX,2017-04-12,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
9,LAA,10,TEX,2017-04-13,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
10,LAA,11,KC,2017-04-14,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
11,LAA,12,KC,2017-04-15,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
12,LAA,13,KC,2017-04-16,R,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
13,LAA,14,HOU,2017-04-17,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
14,LAA,15,HOU,2017-04-18,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
15,LAA,16,HOU,2017-04-19,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
16,LAA,17,HOU,2017-04-20,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
17,LAA,18,TOR,2017-04-21,R,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,false
18,LAA,19,TOR,2017-04-22,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
19,LAA,20,TOR,2017-04-23,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
20,LAA,21,TOR,2017-04-24,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
21,LAA,22,OAK,2017-04-25,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
22,LAA,23,OAK,2017-04-26,L,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
23,LAA,24,OAK,2017-04-27,R,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,false
24,LAA,25,TEX,2017-04-28,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
25,LAA,26,TEX,2017-04-29,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
26,LAA,27,TEX,2017-04-30,L,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
27,LAA,28,SEA,2017-05-02,L,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,false
28,LAA,29,SEA,2017-05-03,R,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
29,LAA,30,SEA,2017-05-04,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
30,LAA,31,HOU,2017-05-05,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
31,LAA,32,HOU,2017-05-06,R,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
32,LAA,33,HOU,2017-05-07,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
33,LAA,34,OAK,2017-05-08,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,false
34,LAA,35,OAK,2017-05-09,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
35,LAA,36,OAK,2017-05-10,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
36,LAA,37,DET,2017-05-11,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
37,LAA,38,DET,2017-05-12,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
38,LAA,39,DET,2017-05-13,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
39,LAA,40,DET,2017-05-14,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
40,LAA,41,CWS,2017-05-15,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
41,LAA,42,CWS,2017-05-16,L,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
42,LAA,43,CWS,2017-05-17,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
43,LAA,44,NYM,2017-05-19,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
44,LAA,45,NYM,2017-05-20,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
45,LAA,46,NYM,2017-05-21,L,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
46,LAA,47,TB,2017-05-22,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
47,LAA,48,TB,2017-05-23,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
48,LAA,49,TB,2017-05-24,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
49,LAA,50,TB,2017-05-25,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
50,LAA,51,MIA,2017-05-26,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
51,LAA,52,MIA,2017-05-27,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
52,LAA,53,MIA,2017-05-28,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
53,LAA,54,ATL,2017-05-29,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
54,LAA,55,ATL,2017-05-30,R,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,false
55,LAA,56,ATL,2017-05-31,L,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,false
56,LAA,57,MIN,2017-06-01,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
57,LAA,58,MIN,2017-06-02,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
58,LAA,59,MIN,2017-06-03,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
59,LAA,60,MIN,2017-06-04,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,false
60,LAA,61,DET,2017-06-06,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
61,LAA,62,DET,2017-06-07,R,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,false
62,LAA,63,DET,2017-06-08,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
63,LAA,64,HOU,2017-06-09,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,false
64,LAA,65,HOU,2017-06-10,R,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
65,LAA,66,HOU,2017-06-11,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,false
66,LAA,67,NYY,2017-06-12,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
67,LAA,68,NYY,2017-06-13,L,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,false
68,LAA,69,NYY,2017-06-14,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
69,LAA,70,KC,2017-06-15,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
70,LAA,71,KC,2017-06-16,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
71,LAA,72,KC,2017-06-17,R,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
72,LAA,73,KC,2017-06-18,L,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,false
73,LAA,74,NYY,2017-06-20,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
74,LAA,75,NYY,2017-06-21,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
75,LAA,76,NYY,2017-06-22,R,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,false
76,LAA,77,BOS,2017-06-23,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
77,LAA,78,BOS,2017-06-24,L,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,false
78,LAA,79,BOS,2017-06-25,R,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
79,LAA,80,LAD,2017-06-26,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
80,LAA,81,LAD,2017-06-27,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
81,LAA,82,LAD,2017-06-28,L,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
82,LAA,83,LAD,2017-06-29,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
83,LAA,84,SEA,2017-06-30,L,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,false
84,LAA,85,SEA,2017-07-01,R,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,false
85,LAA,86,SEA,2017-07-02,L,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
86,LAA,87,MIN,2017-07-03,L,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
87,LAA,88,MIN,2017-07-04,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
88,LAA,89,MIN,2017-07-05,R,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,false
89,LAA,90,TEX,2017-07-07,L,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,false
90,LAA,91,TEX,2017-07-08,R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,false
